Teams,League,Category,Designation,Side,Name,Points,PB Decimal Odds,PB American Odds,Key,Date
ARI(away) vs SF(home),NFL,Moneyline,,away,,0.0,3.8,280,s;0;m,2024-10-06
ARI(away) vs SF(home),NFL,Point Spread,,home,,-7.5,1.9091,-110,s;0;s;-7.5,2024-10-06
ARI(away) vs SF(home),NFL,Point Spread,,away,,7.5,1.9091,-110,s;0;s;7.5,2024-10-06
ARI(away) vs SF(home),NFL,Total,over,,,49.5,1.9091,-110,s;0;ou;49.5,2024-10-06
ARI(away) vs SF(home),NFL,Total,under,,,49.5,1.9091,-110,s;0;ou;49.5,2024-10-06
GB(away) vs LAR(home),NFL,Moneyline,,home,,0.0,2.6,160,s;0;m,2024-10-06
GB(away) vs LAR(home),NFL,Moneyline,,away,,0.0,1.5264,-190,s;0;m,2024-10-06
GB(away) vs LAR(home),NFL,Point Spread,,home,,3.5,1.8696,-115,s;0;s;3.5,2024-10-06
GB(away) vs LAR(home),NFL,Point Spread,,away,,-3.5,1.9524,-105,s;0;s;-3.5,2024-10-06
GB(away) vs LAR(home),NFL,Total,over,,,47.5,1.9091,-110,s;0;ou;47.5,2024-10-06
GB(away) vs LAR(home),NFL,Total,under,,,47.5,1.9091,-110,s;0;ou;47.5,2024-10-06
DAL(away) vs PIT(home),NFL,Moneyline,,home,,0.0,1.7693,-130,s;0;m,2024-10-06
DAL(away) vs PIT(home),NFL,Moneyline,,away,,0.0,2.1,110,s;0;m,2024-10-06
DAL(away) vs PIT(home),NFL,Point Spread,,home,,-2.5,1.9091,-110,s;0;s;-2.5,2024-10-06
DAL(away) vs PIT(home),NFL,Point Spread,,away,,2.5,1.9091,-110,s;0;s;2.5,2024-10-06
DAL(away) vs PIT(home),NFL,Total,over,,,42.5,1.9091,-110,s;0;ou;42.5,2024-10-06
DAL(away) vs PIT(home),NFL,Total,under,,,42.5,1.9091,-110,s;0;ou;42.5,2024-10-06
