Teams_x,League_x,Category_x,Designation_x,Side_x,Name_x,Points_x,PB Decimal Odds,PB American Odds,Key,Period,GameId,Teams_y,League_y,Designation_y,Side_y,Points_y,BO Odds,BO dec_odds,Category_y,Name_y,Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Stolen Bases,under,,Xavier Edwards,0.5,1.13,-750.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Andrew Benintendi,0.5,1.68,-145.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Andrew Benintendi,0.5,2.05,105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Andrew Vaughn,0.5,1.74,-135.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Andrew Vaughn,0.5,2.0,100.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Bryan De La Cruz,0.5,1.95,-105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Bryan De La Cruz,0.5,1.76,-130.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Emmanuel Rivera,0.5,2.1,110.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Emmanuel Rivera,0.5,1.66,-150.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Gavin Sheets,0.5,2.05,105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Gavin Sheets,0.5,1.71,-140.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Jake Burger,0.5,2.05,105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Jake Burger,0.5,1.68,-145.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Jazz Chisholm Jr.,0.5,2.25,125.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Jazz Chisholm Jr.,0.5,1.58,-170.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Jesus Sanchez,0.5,2.15,115.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Jesus Sanchez,0.5,1.64,-155.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Josh Bell,0.5,2.15,115.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Josh Bell,0.5,1.64,-155.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Lenyn Sosa,0.5,1.83,-120.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Lenyn Sosa,0.5,1.86,-115.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Luis Robert Jr.,0.5,1.95,-105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Luis Robert Jr.,0.5,1.76,-130.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Martin Maldonado,0.5,2.95,195.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Martin Maldonado,0.5,1.36,-275.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Nick Fortes,0.5,2.3,130.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Nick Fortes,0.5,1.57,-175.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Nicky Lopez,0.5,1.76,-130.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Nicky Lopez,0.5,1.95,-105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Paul DeJong,0.5,2.05,105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Paul DeJong,0.5,1.68,-145.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Tommy Pham,0.5,1.66,-150.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Tommy Pham,0.5,2.1,110.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Vidal Brujan,0.5,2.15,115.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Vidal Brujan,0.5,1.62,-160.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,over,,Xavier Edwards,0.5,1.9,-110.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Singles,under,,Xavier Edwards,0.5,1.83,-120.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Andrew Benintendi,0.5,4.2,320.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Andrew Benintendi,0.5,1.19,-525.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Andrew Vaughn,0.5,4.5,350.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Andrew Vaughn,0.5,1.17,-575.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Bryan De La Cruz,0.5,4.5,350.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Bryan De La Cruz,0.5,1.17,-575.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Emmanuel Rivera,0.5,5.75,475.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Emmanuel Rivera,0.5,1.11,-900.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Gavin Sheets,0.5,4.6,360.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Gavin Sheets,0.5,1.16,-600.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Jake Burger,0.5,5.0,400.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Jake Burger,0.5,1.14,-700.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Jazz Chisholm Jr.,0.5,4.9,390.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Jazz Chisholm Jr.,0.5,1.15,-650.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Jesus Sanchez,0.5,4.6,360.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Jesus Sanchez,0.5,1.16,-600.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Josh Bell,0.5,4.9,390.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Josh Bell,0.5,1.15,-650.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Lenyn Sosa,0.5,5.25,425.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Lenyn Sosa,0.5,1.13,-750.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Luis Robert Jr.,0.5,4.6,360.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Luis Robert Jr.,0.5,1.17,-575.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Martin Maldonado,0.5,8.5,750.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Martin Maldonado,0.5,1.05,-2000.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Nick Fortes,0.5,6.0,500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Nick Fortes,0.5,1.1,-1000.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Nicky Lopez,0.5,6.0,500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Nicky Lopez,0.5,1.1,-1000.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Paul DeJong,0.5,5.25,425.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Paul DeJong,0.5,1.13,-750.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Tommy Pham,0.5,4.5,350.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Tommy Pham,0.5,1.17,-575.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Vidal Brujan,0.5,5.75,475.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Vidal Brujan,0.5,1.11,-900.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,over,,Xavier Edwards,0.5,5.5,450.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Doubles,under,,Xavier Edwards,0.5,1.12,-800.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Andrew Benintendi,0.5,2.8,180.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Andrew Benintendi,0.5,1.39,-255.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Andrew Vaughn,0.5,3.35,235.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Andrew Vaughn,0.5,1.29,-340.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Bryan De La Cruz,0.5,3.05,205.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Bryan De La Cruz,0.5,1.35,-285.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Emmanuel Rivera,0.5,3.25,225.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Emmanuel Rivera,0.5,1.31,-320.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Gavin Sheets,0.5,2.35,135.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Gavin Sheets,0.5,1.54,-185.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Jake Burger,0.5,3.55,255.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Jake Burger,0.5,1.27,-370.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Jazz Chisholm Jr.,0.5,2.3,130.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Jazz Chisholm Jr.,0.5,1.57,-175.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Jesus Sanchez,0.5,2.45,145.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Jesus Sanchez,0.5,1.5,-200.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Josh Bell,0.5,2.55,155.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Josh Bell,0.5,1.47,-210.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Lenyn Sosa,0.5,4.2,320.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Lenyn Sosa,0.5,1.2,-500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Luis Robert Jr.,0.5,3.2,220.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Luis Robert Jr.,0.5,1.31,-320.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Martin Maldonado,0.5,4.1,310.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Martin Maldonado,0.5,1.2,-500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Nick Fortes,0.5,4.2,320.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Nick Fortes,0.5,1.2,-500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Nicky Lopez,0.5,3.5,250.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Nicky Lopez,0.5,1.27,-370.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Paul DeJong,0.5,4.1,310.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Paul DeJong,0.5,1.2,-500.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Tommy Pham,0.5,2.4,140.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Tommy Pham,0.5,1.52,-190.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Vidal Brujan,0.5,3.15,215.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Vidal Brujan,0.5,1.32,-310.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,over,,Xavier Edwards,0.5,2.9,190.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks,under,,Xavier Edwards,0.5,1.37,-265.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Strikeouts Thrown,over,,Bryan Hoeing,2.5,2.05,105.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Strikeouts Thrown,under,,Bryan Hoeing,2.5,1.71,-140.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Strikeouts Thrown,over,,Drew Thorpe,4.5,2.2,120.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Strikeouts Thrown,under,,Drew Thorpe,4.5,1.64,-155.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Outs Recorded,over,,Drew Thorpe,15.5,1.74,-135.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Outs Recorded,under,,Drew Thorpe,15.5,2.0,100.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,To Record a Win,yes,,Drew Thorpe,,2.95,195.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,To Record a Win,no,,Drew Thorpe,,1.37,-270.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Hits Allowed,over,,Drew Thorpe,4.5,1.66,-150.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Hits Allowed,under,,Drew Thorpe,4.5,2.1,110.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Earned Runs Allowed,over,,Drew Thorpe,2.5,2.0,100.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Earned Runs Allowed,under,,Drew Thorpe,2.5,1.74,-135.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks Allowed,over,,Drew Thorpe,1.5,1.57,-175.0
,,,,,,,,,key,,,,,,,,,,,,CHI White Sox(away) vs MIA Marlins(home),MLB,Walks Allowed,under,,Drew Thorpe,1.5,2.3,130.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line,,away,,1.5,1.54054055,-185.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line,,home,,-1.5,2.54,154.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total,,,,7.5,1.89285715,-112.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total,,,,7.5,1.92592593,-108.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Moneyline,,away,,,2.14,114.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Moneyline,,home,,,1.74074075,-135.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-4.5,7.2,620.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,4.5,1.08064517,-1240.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-4.0,6.92,592.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,4.0,1.0877193,-1140.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-3.5,5.29,429.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,3.5,1.14285715,-700.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-3.0,4.99,399.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,3.0,1.15625,-640.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-2.5,3.94,294.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,2.5,1.23419204,-427.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-2.0,3.61,261.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,2.0,1.27027028,-370.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-1.5,2.88,188.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,1.5,1.39525692,-253.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,-1.0,2.53,153.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,1.0,1.49261084,-203.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,1.0,1.71942447,-139.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-1.0,2.06,106.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,2.0,1.34246576,-292.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-2.0,3.13,213.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,2.5,1.28735633,-348.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-2.5,3.48,248.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,3.0,1.19267823,-519.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-3.0,4.43,343.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,3.5,1.17094018,-585.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-3.5,4.76,376.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,4.0,1.10869566,-920.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-4.0,6.15,515.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,4.5,1.10101011,-990.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-4.5,6.43,543.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,away,,5.0,1.05494506,-1820.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Run Line Alternate,,home,,-5.0,8.6,760.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,4.5,1.17513135,-571.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,4.5,4.7,370.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,5.0,1.20746888,-482.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,5.0,4.24,324.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,5.5,1.36101084,-277.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,5.5,3.04,204.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,6.0,1.40816327,-245.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,6.0,2.82,182.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,6.5,1.52083334,-192.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,6.5,2.46,146.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,7.0,1.64935065,-154.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,7.0,2.18,118.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,8.0,2.03,103.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,8.0,1.74626866,-134.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,8.5,2.19,119.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,8.5,1.64102565,-156.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,9.0,2.55,155.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,9.0,1.48780488,-205.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,9.5,2.81,181.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,9.5,1.41152264,-243.0
,,,,,,,,,key,,,,,,,,,,,,PHI Phillies(away) vs ATL Braves(home),MLB,Total Alternate,,,,10.0,3.23,223.0
