Teams_x,League_x,Category_x,Designation_x,Side_x,Name_x,Points_x,PB Decimal Odds,PB American Odds,Key,Period,GameId,Teams_y,League_y,Designation_y,Side_y,Points_y,BO Odds,BO dec_odds,Category_y,Name_y,Teams,League,Category,Designation,Side,Name,Points,Odds,American Odds
Boston Red Sox(away) vs New York Yankees(home),MLB,Run Line,,Home,New York Yankees -1.5,-1.5,2.15,115.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Run Line,,Away,Boston Red Sox +1.5,1.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs OF,over,Neither,Over 9,9.0,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs OF,under,Neither,Under 9,9.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs - AWAYTEAM OF,over,Away,Over 3.5,3.5,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs - AWAYTEAM OF,under,Away,Under 3.5,3.5,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs - HOMETEAM OF,over,Home,Over 4.5,4.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Boston Red Sox(away) vs New York Yankees(home),MLB,Total Runs - HOMETEAM OF,under,Home,Under 4.5,4.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Moneyline OF,,Home,Minnesota Twins,0.0,1.8696,-115.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Moneyline OF,,Away,Houston Astros,0.0,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Run Line,,Home,Minnesota Twins -1.5,-1.5,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Run Line,,Away,Houston Astros +1.5,1.5,1.4762,-210.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs OF,over,Neither,Over 7.5,7.5,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs OF,under,Neither,Under 7.5,7.5,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs - AWAYTEAM OF,over,Away,Over 3.5,3.5,1.8,-125.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs - AWAYTEAM OF,under,Away,Under 3.5,3.5,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs - HOMETEAM OF,over,Home,Over 3.5,3.5,1.8,-125.0,,,,,,,,,,,,,,,,,,,,,
Houston Astros(away) vs Minnesota Twins(home),MLB,Total Runs - HOMETEAM OF,under,Home,Under 3.5,3.5,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Moneyline OF,,Home,Chicago Cubs,0.0,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Moneyline OF,,Away,Los Angeles Angels,0.0,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Run Line,,Home,Chicago Cubs -1.5,-1.5,2.45,145.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Run Line,,Away,Los Angeles Angels +1.5,1.5,1.5715,-175.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs OF,over,Neither,Over 8.5,8.5,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs OF,under,Neither,Under 8.5,8.5,1.8696,-115.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs - AWAYTEAM OF,over,Away,Over 3.5,3.5,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs - AWAYTEAM OF,under,Away,Under 3.5,3.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs - HOMETEAM OF,over,Home,Over 4.5,4.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Los Angeles Angels(away) vs Chicago Cubs(home),MLB,Total Runs - HOMETEAM OF,under,Home,Under 4.5,4.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Moneyline,,Home,Kansas City Chiefs,0.0,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Moneyline,,Away,Baltimore Ravens,0.0,2.15,115.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total,over,Neither,Over 46.5,46.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total,under,Neither,Under 46.5,46.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Point Spread,,Home,Kansas City Chiefs -2.5,-2.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Point Spread,,Away,Baltimore Ravens +2.5,2.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Made 1st Down of Drive,,Neither,Yes,0.5,1.3077,-325.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Made 1st Down of Drive,,Neither,No,0.5,3.3,230.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Current Drive,,Neither,Field Goal Attempt,0.0,5.0,400.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Current Drive,,Neither,Offensive Touchdown,0.0,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Current Drive,,Neither,Punt,0.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Current Drive,,Neither,Other,0.0,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Next Play,,Neither,First Down,0.0,3.9,290.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Next Play,,Neither,Short Of First Down,0.0,1.25,-400.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Next Play,,Neither,Turnover,0.0,21.0,2000.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Result of Next Play,,Neither,Offensive Score,0.0,36.0,3500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,over,Neither,Over 3.5,3.5,1.174,-575.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,under,Neither,Under 3.5,3.5,4.75,375.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,over,Neither,Over 4.5,4.5,1.4762,-210.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,under,Neither,Under 4.5,4.5,2.6,160.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,over,Neither,Over 5.5,5.5,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,under,Neither,Under 5.5,5.5,1.7143,-140.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,over,Neither,Over 6.5,6.5,3.3,230.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,under,Neither,Under 6.5,6.5,1.3077,-325.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,over,Neither,Over 7.5,7.5,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Total Touchdowns Over/Under,under,Neither,Under 7.5,7.5,1.125,-800.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,over,Home,Over 1.5,1.5,1.16,-625.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,under,Home,Under 1.5,1.5,5.0,400.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,over,Home,Over 2.5,2.5,1.6897,-145.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,under,Home,Under 2.5,2.5,2.1,110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,over,Home,Over 3.5,3.5,3.2,220.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,under,Home,Under 3.5,3.5,1.3334,-300.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,over,Home,Over 4.5,4.5,7.5,650.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Home Team Touchdowns Over/Under,under,Home,Under 4.5,4.5,1.0834,-1199.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Odd or Even Total,,Neither,Odd,0.0,1.8,-125.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Odd or Even Total,,Neither,Even,0.0,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Will There Be A Successful 2 Point Conversion?,,Neither,Yes,0.5,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Will There Be A Successful 2 Point Conversion?,,Neither,No,0.5,1.2,-500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Moneyline 3 Way ,,Home,Kansas City Chiefs,0.0,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Moneyline 3 Way ,,Away,Baltimore Ravens,0.0,2.25,125.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Moneyline 3 Way ,,Neither,Tie,0.0,11.5,1050.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Will There Be Overtime?,,Neither,Yes,0.0,11.5,1050.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Will There Be Overtime?,,Neither,No,0.0,1.0445,-2247.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,To Score First and Lose,,Neither,Kansas City Chiefs,0.0,5.25,425.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,To Score First and Lose,,Neither,Baltimore Ravens,0.0,4.1,310.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Half,,Neither,First,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Half,,Neither,Second,0.0,2.1,110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Half,,Neither,Tie,0.0,19.0,1800.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Win Both Halves,,Home,Kansas City Chiefs,0.0,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Win Both Halves,,Away,Baltimore Ravens,0.0,5.25,425.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Win Every Quarter,,Home,Kansas City Chiefs,0.0,23.0,2200.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Win Every Quarter,,Away,Baltimore Ravens,0.0,36.0,3500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team To Score in Each Quarter?,,Home,Kansas City Chiefs,0.0,2.9,190.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team To Score in Each Quarter?,,Away,Baltimore Ravens,0.0,3.3,230.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Lead After Every Quarter,,Home,Kansas City Chiefs,0.0,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Lead After Every Quarter,,Away,Baltimore Ravens,0.0,4.75,375.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Time of First Score,,Neither,Before 06:00 Minutes Elapsed,0.0,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Time of First Score,,Neither,On Or After 06:00 Minutes Elapsed,0.0,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Home,Kansas City Chiefs (1-6),0.0,4.1,310.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Home,Kansas City Chiefs (7-12),0.0,5.75,475.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Home,Kansas City Chiefs (13+),0.0,4.5,350.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Away,Baltimore Ravens (1-6),0.0,5.0,400.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Away,Baltimore Ravens (7-12),0.0,6.5,550.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Winning Margin,,Away,Baltimore Ravens (13+),0.0,6.0,500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 10 Points,,Home,Kansas City Chiefs,0.0,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 10 Points,,Away,Baltimore Ravens,0.0,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 10 Points,,Neither,Neither,0.0,176.0,17500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 15 Points,,Home,Kansas City Chiefs,0.0,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 15 Points,,Away,Baltimore Ravens,0.0,2.15,115.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 15 Points,,Neither,Neither,0.0,26.0,2500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 20 Points,,Home,Kansas City Chiefs,0.0,1.9524,-105.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 20 Points,,Away,Baltimore Ravens,0.0,2.3,130.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 20 Points,,Neither,Neither,0.0,7.5,650.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 25 Points,,Home,Kansas City Chiefs,0.0,2.6,160.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 25 Points,,Away,Baltimore Ravens,0.0,3.2,220.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 25 Points,,Neither,Neither,0.0,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 30 Points,,Home,Kansas City Chiefs,0.0,3.6,260.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 30 Points,,Away,Baltimore Ravens,0.0,4.75,375.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 30 Points,,Neither,Neither,0.0,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 35 Points,,Home,Kansas City Chiefs,0.0,7.0,600.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 35 Points,,Away,Baltimore Ravens,0.0,9.5,850.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Race to 35 Points,,Neither,Neither,0.0,1.2223,-450.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Score Most Points in a Quarter,,Home,Kansas City Chiefs,0.0,2.05,105.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Score Most Points in a Quarter,,Away,Baltimore Ravens,0.0,2.4,140.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Team to Score Most Points in a Quarter,,Neither,Tie,0.0,6.0,500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Quarter,,Neither,Quarter 1,0.0,7.0,600.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Quarter,,Neither,Quarter 2,0.0,2.65,165.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Quarter,,Neither,Quarter 3,0.0,6.5,550.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Quarter,,Neither,Quarter 4,0.0,3.0,200.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Highest Scoring Quarter,,Neither,Tie,0.0,7.5,650.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Line/Total Double,over,Home,Kansas City Chiefs -2.5 & Over 47.5,0.0,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Line/Total Double,under,Home,Kansas City Chiefs -2.5 & Under 47.5,0.0,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Line/Total Double,over,Away,Baltimore Ravens +2.5 & Over 47.5,0.0,4.0,300.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Line/Total Double,under,Away,Baltimore Ravens +2.5 & Under 47.5,0.0,3.4,240.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Win/Total Double,over,Home,Kansas City Chiefs & Over 47.5,0.0,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Win/Total Double,under,Home,Kansas City Chiefs & Under 47.5,0.0,3.1,210.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Win/Total Double,over,Away,Baltimore Ravens & Over 47.5,0.0,4.5,350.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,Win/Total Double,under,Away,Baltimore Ravens & Under 47.5,0.0,3.8,280.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 18.5,18.5,1.3077,-325.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 18.5,18.5,3.3,230.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 20.5,20.5,1.5,-200.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 20.5,20.5,2.5,150.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 22.5,22.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 22.5,22.5,2.2,120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 24.5,24.5,2.0,100.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 24.5,24.5,1.7693,-130.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 26.5,26.5,2.25,125.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 26.5,26.5,1.6061,-165.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 28.5,28.5,2.85,185.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 28.5,28.5,1.4,-250.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 30.5,30.5,3.5,250.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 30.5,30.5,1.2858,-350.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 32.5,32.5,4.5,350.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 32.5,32.5,1.1819,-550.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 34.5,34.5,6.0,500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 34.5,34.5,1.1112,-899.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,over,Home,Over 16.5,16.5,1.2223,-450.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,HOMETEAM Total ,under,Home,Under 16.5,16.5,4.1,310.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,over,Away,Over 14.5,14.5,1.2,-500.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,under,Away,Under 14.5,14.5,4.3,330.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,over,Away,Over 16.5,16.5,1.2858,-350.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,under,Away,Under 16.5,16.5,3.4,240.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,over,Away,Over 18.5,18.5,1.4167,-240.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,under,Away,Under 18.5,18.5,2.75,175.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,over,Away,Over 20.5,20.5,1.625,-160.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,under,Away,Under 20.5,20.5,2.2,120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,over,Away,Over 22.5,22.5,1.8334,-120.0,,,,,,,,,,,,,,,,,,,,,
Baltimore Ravens(away) vs Kansas City Chiefs(home),NFL,AWAYTEAM Total ,under,Away,Under 22.5,22.5,1.9091,-110.0,,,,,,,,,,,,,,,,,,,,,
